,sentence,entities
116,"10.3389/fphar.2023.1240295 network connections ( Figure 2C )(Carhart-Harris et al., 2014b ;
Müller et al., 2018 ).
For example, modulation of the default mode network (DMN)
associated with metacognition, mental time travel, and generation of
an embodied sense of self, is hypothesized to underlie the experienceof drug-induced ego death (DIED) ( Figure 2D )(Swanson, 2018 ).
Interestingly, potentiated functional connectivity in the DMN isbelieved to underly depressive rumination and schizophrenicdelusions.","['Interestingly', 'gene', 'Swanson', 'Harris', 'Carhart', 'For', 'Figure']"
117,"Furthermore, psilocybin has been shown to disrupt theanti-correlation between the DMN and the task-positive network(TPN), which is thought to maintain distinction between internal
and external experience.",['Furthermore']
118,"Decreased functional connectivity betweenthe DMN and medial temporal lobes (MTL) is observed as well
during psychedelic experiences.",['Decreased']
119,"Interestingly, MTL
electrostimulation is suf ﬁcient to induce dreamlike,
depersonalized experiences, similar to a psychedelic experience(Müller et al., 2018 ).",['Interestingly']
120,"Alternatively, the kappa-opioid receptor
(KOR) dense claustrum facilitates high-order integration of inputfrom multiple cortical areas (e.g., somatosensory, vestibular, visual),and its disruption might underly the DIED experience reported by
FIGURE 2
Psychedelics functionally dissolve high-level networks, disrupt hierarchical predictive coding, and induce a high entropy state.","['Alternatively', 'receptor', 'Psychedelics']"
121,"(A)This is a
visualization of hierarchical predictive coding as used in formulating the Relaxed Brain Under Psychedelics Theory (ReBUS).","['This', 'Brain', 'Theory', 'Under', 'Psychedelics', 'Relaxed']"
122,"The prediction error is passed forward in to
hierarchies to update expectations at higher levels (blue arrow).",['The']
123,"Posterior expectations then generate predictions of representations in lower le vels
via descending predictions (teal arrow).","['Posterior', 'gene']"
124,"Neuronal network computation tries to minimize the prediction errors at each level of the hierarchy, which
appears as free energy minimization in the landscape of neuronal dynamics.",['Neuronal']
125,Psychedelics sensitizes higher-level expectations to incoming sensoryinformation and attenuates predictive coding.,['Psychedelics']
126,"This can be represented as a ﬂattening the free energy landscape, which allows computational ﬂexibility.",['This']
127,"(B)
This decrease in intra-network and increase in inter-network activity can also be denoted as an increase in entropy, or number of possible states with in
the multi-dimensional matrix of possible network states.",['This']
128,High entropy states lend themselves to higher cognitive ﬂexibility.,['High']
129,"(C)Between-network
connectivity between nodes (spheres) within these networks (distinct colors) is enhanced under psychedelics, further disrupting typical functio n of the
affected networks.",['Between']
130,"(D)The intra-network (or within-network) variance for various neural networks, notably the DMN and salience networks, is
signiﬁcantly increased under the in ﬂuence of psilocybin.",['The']
131,"This disruption of coordinated within-network activity is akin to functional disintegration of
neural networks.",['This']
132,"(A,D) are adapted from Carhart-Harris et al Pharmacol.","['Carhart', 'Harris', 'Pharmacol']"
133,Rev.,['Rev']
134,(2019) and Carhart-Harris et al Front.,"['Front', 'Carhart', 'Harris']"
135,"Hum Neuroscience (2014),
respectively.","['Neuroscience', 'Hum']"
136,(D)is adapted from Petri et al J.,['Petri']
137,Soc.,['Soc']
138,"Interface (2014).
Frontiers in Pharmacology frontiersin.org 06Acero et al.","['Pharmacology', 'Interface', 'Frontiers']"
139,"10.3389/fphar.2023.1240295 Salvinorin A users ( Stiefel et al., 2014 ).","['Salvinorin', 'Stiefel']"
140,"These experiences can also mediate
emotional breakthroughs, which have are associated with
improvement of psychological wellbeing ( Roseman et al., 2019 ).
It is worth noting that there are inconsistencies in the altered
functional connectivity between speci ﬁc RSNs, so it is unlikely that a
single set of observed effects can serve as a neuronal correlate of thepsychedelic experience.","['Roseman', 'These']"
141,"Moreover, while these disruptions ofnetwork connectivity appear to mediate the typical psychedelicexperience, it is still unclear to which extent these disruptions, asopposed to individual psychological experience, facilitate the
alleviation of psychological suffering ( Olson, 2021 ;Yaden and
Grifﬁths, 2021 ).","['Moreover', 'Yaden', 'Olson']"
142,"Some proposals to examine this include the
administration of psychedelics to unconscious individuals or theutilization of non-hallucinogenic psychedelic analogs as a means tofurther examine this.
Disruption of coordinated, hierarchical activity across networks
causes an increase in entropy, i.e., the uncertainty and number ofpossible states within a system.","['Some', 'Disruption']"
143,"Free energy principle posits that
high-level multi-modal systems attempt to minimize free energy
(e.g., uncertainty) as they integrate sensory information from lower-level unimodal systems, in such a way that the in ﬂuence of lower-
level systems is constrained and limited.",['Free']
144,"Essentially, in order tominimize computational loads, higher-level brain networks usepredictive processing, constrained by computational biases, e.g.,psychological priors , to constantly generate and update mental
models of the world based at various spatial and temporal scales
(Carhart-Harris et al., 2014b ;Ho et al., 2020 ).","['Carhart', 'Harris', 'gene', 'Essentially']"
145,"Predictive coding
accounts for the wide range of psychological and behavioralphenomena, ranging from perceptual illusions topsychopathological states.",['Predictive']
146,"Psychedelics, by functionally disruptinghigher-level systems, potentiate bottom-up signaling and attenuatethe in ﬂuence of high-level priors and predictive processing which
allows for greater cognitive ﬂexibility ( Figures 2A, B ).","['Psychedelics', 'Figures']"
147,"Notably,
networks that facilitate top-down sensory gating and integration
of stimuli are also disrupted after acute or chronic psychological
stress, leading to development of maladaptive priors ( Carhart-
Harris and Friston, 2019 ).","['Notably', 'Carhart', 'Harris', 'Friston']"
148,"For instance, patients with depression
and anxiety experience enhanced negative biases in perception thatare often irrational and immune to logical self-revision.
The relaxed brain under psychedelics (ReBUS) hypothesis posits
that psychedelic-induced relaxation of top-bottom regulationperception facilitates an opportunity for correction of
maladaptive cognitive biases that fundamentally underly
psychological disorders ranging from depression to anorexia(Carhart-Harris and Friston, 2019 ).","['Friston', 'The', 'Harris', 'For', 'Carhart']"
149,"This proposed mechanism
may account for the increases in divergent and convergentcreativity following psychedelic treatment.
3.2 Neuronal plasticity
From a cellular-level, we can appreciate that these substances are
potent neuroplasticity-inducing compounds, i.e., psychoplastogens
(Olson, 2018 ).","['Neuronal', 'This', 'From', 'Olson']"
150,"Neuroplasticity is a neuron ’s capacity to reorganizeits synaptic weights and connectivity within a network; it can
manifest as increased neuritogenesis, spinogenesis,synaptogenesis, or neurogenesis; changes to receptor surfacetrafﬁcking, conformation, or channel properties; altered vesicular
neurotransmitter content, quantity, or release kinetics; or other
mechanisms that involve non-synaptic factors and non-neuronal
cells like astrocytes.","['receptor', 'gene', 'Neuroplasticity']"
151,"Neuronal plasticity is the primary mediator forlearning and memory, and in disease states, impaired plasticitylimits the ability of the brain to adapt even when optimalconditions, e.g., non-traumatic and positive contexts, arerestored.",['Neuronal']
152,"In fact, dysfunction of mechanisms regulating plasticityin key brain regions, e.g., the PFC, may underly the pathophysiologyof PTSD and depression ( Duman, 2004 ;Krystal et al., 2017 ).
Identi ﬁcation of manipulations that reopen the critical period of
plasticity (seen in young children) has been a priority fortranslational neuroscience.","['Identi', 'Duman', 'Krystal']"
153,"Recently, research showed thatserotonergic phenethylamines, e.g., MDMA and DOI;tryptamines, e.g., DMT and psilocybin; and lysergamides, e.g.,LSD, were able to induce 5HT
2A-R mediated neuritogenesis,
spinogenesis, and synaptogenesis in rat cortical neurons in vitro
(Figure 3A )(Ly et al., 2018 ).","['Recently', 'Figure', 'gene']"
154,"Moreover, a single administration ofibogain or noribogaine has been shown to induce an anti-depressive effect by increasing BDNF mRNA levels ( Rodríguez
et al., 2020 ).",['Moreover']
155,"Importantly, serotonergic psychedelic and ketamine-
induced neuroplasticity is completely blocked by antagonists ofTrkB, a high af ﬁnity BDNF receptor, or mTOR, a protein kinase
that regulates cell growth.","['Importantly', 'receptor', 'protein']"
156,"Interestingly, DMT-induced plasticity is
partially and fully attenuated by TrkB and mTOR antagonists,
respectively, suggesting the possibility of additional BDNF-independent plasticity mechanisms ( Ly et al., 2018 ).",['Interestingly']
157,"Furthermore,
despite compounds like DMT and ketamine having similar ef ﬁcacy
as psychoplastogens, only DMT provides long lasting anti-depressive effects ( Hibicke et al., 2020 ).","['Furthermore', 'Hibicke']"
158,"Neurotrophic factor
signaling pathways underly, at least in part, the
FIGURE 3
Psychedelics (e.g., DMT, DOI, LSD) are potent plasticity inducing
compounds, e.g., psychoplastogens.","['Psychedelics', 'Neurotrophic']"
159,"Psychedelics can increaseneuritogenesis, spinogenesis, and synaptogenesis.","['Psychedelics', 'gene']"
160,"The capacity forpsychedelics to induce neuronal plasticity might mediatetherapeutic ef ﬁcacy against mood disorders such as depression.
Frontiers in Pharmacology frontiersin.org 07Acero et al.","['Pharmacology', 'The', 'Frontiers']"
161,"Additionally, there ’s
evidence that a psychedelic ’s lipophilicity correlates with its
psychoplastogenicity, with high lipophilicity enabling thesecompounds to traverse the cell membrane and interact withintracellular 5-HT2A receptors ( Vargas et al., 2023 ).","['Vargas', 'receptor', 'Additionally']"
162,"Additionally,
these studies have revealed that the majority of cortical 5-HT2A
receptors are intracellular, leading to a provocative hypothesis:
serotonin might not be the endogenous ligand for the 5-HT2Areceptor ( Vargas et al., 2023 ).","['Vargas', 'receptor', 'Additionally']"
